title,title_detail,summary,summary_detail,links,link,id,guidislink,published,published_parsed,media_thumbnail,href
When do European leagues start for 2024-25 season?,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'When do European leagues start for 2024-25 season?'}","BBC Sport looks at when European football leagues begin, the key fixtures, big transfers and more.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'BBC Sport looks at when European football leagues begin, the key fixtures, big transfers and more.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cp68p120pj3o'}]",https://www.bbc.com/sport/football/articles/cp68p120pj3o,https://www.bbc.com/sport/football/articles/cp68p120pj3o#8,False,"Thu, 01 Aug 2024 06:58:34 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=6, tm_min=58, tm_sec=34, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/42fa/live/10f013e0-4a6b-11ef-8f0f-0577398c3339.png'}]",
Chelsea accept Atletico Madrid offer for Gallagher,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Chelsea accept Atletico Madrid offer for Gallagher'}",Chelsea accept a bid from Atletico Madrid for midfielder Conor Gallagher.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Chelsea accept a bid from Atletico Madrid for midfielder Conor Gallagher.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cx92wxxn2wjo'}]",https://www.bbc.com/sport/football/articles/cx92wxxn2wjo,https://www.bbc.com/sport/football/articles/cx92wxxn2wjo#8,False,"Wed, 31 Jul 2024 22:40:57 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=31, tm_hour=22, tm_min=40, tm_sec=57, tm_wday=2, tm_yday=213, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/cf7f/live/0fc96f90-4f8c-11ef-933a-7bc1f5540f77.jpg'}]",
Man City sign Japan's Fujino on three-year deal,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Man City sign Japan's Fujino on three-year deal""}",Manchester City sign Japan international Aoba Fujino on a three-year contract.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Manchester City sign Japan international Aoba Fujino on a three-year contract.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c72025xklexo'}]",https://www.bbc.com/sport/football/articles/c72025xklexo,https://www.bbc.com/sport/football/articles/c72025xklexo#9,False,"Fri, 02 Aug 2024 09:00:37 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=2, tm_hour=9, tm_min=0, tm_sec=37, tm_wday=4, tm_yday=215, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/64aa/live/22fd05f0-50a8-11ef-aebc-6de4d31bf5cd.jpg'}]",
Villa sign Liverpool midfielder Kearns,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Villa sign Liverpool midfielder Kearns'}","Aston Villa sign Liverpool midfielder Missy Bo Kearns for a fee of up to £100,000.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Aston Villa sign Liverpool midfielder Missy Bo Kearns for a fee of up to £100,000.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c3g98mypxxzo'}]",https://www.bbc.com/sport/football/articles/c3g98mypxxzo,https://www.bbc.com/sport/football/articles/c3g98mypxxzo#9,False,"Thu, 01 Aug 2024 15:14:19 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=15, tm_min=14, tm_sec=19, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/0267/live/2b2c5410-5017-11ef-a64a-6775cc5bfd22.jpg'}]",
Lyon owner Kang announces $50m for women's sport,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Lyon owner Kang announces $50m for women's sport""}","Michele Kang, the owner of three football clubs including the London City Lionesses, has announced a $50m (£39.2m) global investment in improving the health of elite female athletes.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Michele Kang, the owner of three football clubs including the London City Lionesses, has announced a $50m (£39.2m) global investment in improving the health of elite female athletes.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c134662m7jyo'}]",https://www.bbc.com/sport/football/articles/c134662m7jyo,https://www.bbc.com/sport/football/articles/c134662m7jyo#9,False,"Thu, 01 Aug 2024 17:09:27 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=17, tm_min=9, tm_sec=27, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/a78d/live/45df1fb0-5024-11ef-894a-b30f1ca6afb0.jpg'}]",
Gustavsson leaves Matildas job after Olympics exit,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Gustavsson leaves Matildas job after Olympics exit'}",Tony Gustavsson leaves his job as Australia manager following a dismal Olympic football campaign which saw the team eliminated at the group stage.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Tony Gustavsson leaves his job as Australia manager following a dismal Olympic football campaign which saw the team eliminated at the group stage.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/articles/c9x8zg0leyko'}]",https://www.bbc.com/sport/olympics/articles/c9x8zg0leyko,https://www.bbc.com/sport/olympics/articles/c9x8zg0leyko#9,False,"Thu, 01 Aug 2024 06:49:05 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=6, tm_min=49, tm_sec=5, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/d658/live/02f5ae00-4fcd-11ef-b2d2-cdb23d5d7c5b.jpg'}]",
Brazil great Marta goes off in tears after red card,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Brazil great Marta goes off in tears after red card'}",Brazil's all-time leading goalscorer Marta walks off the pitch in tears after being shown a straight red card during their 2-0 defeat by Spain in the Olympic women's football tournament.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Brazil's all-time leading goalscorer Marta walks off the pitch in tears after being shown a straight red card during their 2-0 defeat by Spain in the Olympic women's football tournament.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/articles/cj50l9jz034o'}]",https://www.bbc.com/sport/olympics/articles/cj50l9jz034o,https://www.bbc.com/sport/olympics/articles/cj50l9jz034o#9,False,"Wed, 31 Jul 2024 17:20:42 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=31, tm_hour=17, tm_min=20, tm_sec=42, tm_wday=2, tm_yday=213, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/7c6b/live/65903d10-4f59-11ef-856b-f9caa2b4f13f.jpg'}]",
Arsenal sign Aston Villa goalkeeper Van Domselaar,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Arsenal sign Aston Villa goalkeeper Van Domselaar'}",Arsenal sign Netherlands goalkeeper Daphne van Domselaar from fellow Women's Super League side Aston Villa.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Arsenal sign Netherlands goalkeeper Daphne van Domselaar from fellow Women's Super League side Aston Villa.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c9r3v5rkl4no'}]",https://www.bbc.com/sport/football/articles/c9r3v5rkl4no,https://www.bbc.com/sport/football/articles/c9r3v5rkl4no#9,False,"Wed, 31 Jul 2024 11:46:46 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=31, tm_hour=11, tm_min=46, tm_sec=46, tm_wday=2, tm_yday=213, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/6b6f/live/77e423c0-4eb2-11ef-89d7-8f079f0ef96e.jpg'}]",
Canada qualify despite six-point deduction,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Canada qualify despite six-point deduction'}","Canada's women's team qualify for the quarter-finals of the Olympics football tournament, hours after losing their appeal against a six-point deduction.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Canada's women's team qualify for the quarter-finals of the Olympics football tournament, hours after losing their appeal against a six-point deduction.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/olympics/articles/clmy3kpkgeno'}]",https://www.bbc.com/sport/olympics/articles/clmy3kpkgeno,https://www.bbc.com/sport/olympics/articles/clmy3kpkgeno#9,False,"Wed, 31 Jul 2024 21:37:29 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=31, tm_hour=21, tm_min=37, tm_sec=29, tm_wday=2, tm_yday=213, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/40b6/live/fb3cd170-4f36-11ef-b295-7feab2b3e11a.jpg'}]",
When do European leagues start for 2024-25 season?,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'When do European leagues start for 2024-25 season?'}","BBC Sport looks at when European football leagues begin, the key fixtures, big transfers and more.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'BBC Sport looks at when European football leagues begin, the key fixtures, big transfers and more.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cp68p120pj3o'}]",https://www.bbc.com/sport/football/articles/cp68p120pj3o,https://www.bbc.com/sport/football/articles/cp68p120pj3o#10,False,"Thu, 01 Aug 2024 06:58:34 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=6, tm_min=58, tm_sec=34, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/42fa/live/10f013e0-4a6b-11ef-8f0f-0577398c3339.png'}]",
Premier League pre-season fixtures & results,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Premier League pre-season fixtures & results'}","From Tokyo and New York to Sligo and Crawley, check out the pre-season schedule for your Premier League club.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'From Tokyo and New York to Sligo and Crawley, check out the pre-season schedule for your Premier League club.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cw4y1pl1vwzo'}]",https://www.bbc.com/sport/football/articles/cw4y1pl1vwzo,https://www.bbc.com/sport/football/articles/cw4y1pl1vwzo#10,False,"Thu, 01 Aug 2024 14:30:29 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=1, tm_hour=14, tm_min=30, tm_sec=29, tm_wday=3, tm_yday=214, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/7dd1/live/c6807f60-3a1c-11ef-944b-53ebccb147ed.jpg'}]",
Premier League fixtures - find out your club's schedule,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Premier League fixtures - find out your club's schedule""}",The Premier League fixtures are out - find out your club's schedule.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""The Premier League fixtures are out - find out your club's schedule.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c299yn7335ro'}]",https://www.bbc.com/sport/football/articles/c299yn7335ro,https://www.bbc.com/sport/football/articles/c299yn7335ro#10,False,"Tue, 18 Jun 2024 07:53:49 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=18, tm_hour=7, tm_min=53, tm_sec=49, tm_wday=1, tm_yday=170, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/5a6f/live/e9495490-2c8e-11ef-bdc5-41d7421c2adf.jpg'}]",
Transfers - August 2024,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Transfers - August 2024'}","Check out the significant signings and departures in the Premier League, Scottish Premiership, EFL and Women's Super League.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Check out the significant signings and departures in the Premier League, Scottish Premiership, EFL and Women's Super League.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/ckrg5p4x35mo'}]",https://www.bbc.com/sport/football/articles/ckrg5p4x35mo,https://www.bbc.com/sport/football/articles/ckrg5p4x35mo#10,False,"Fri, 02 Aug 2024 09:18:46 GMT","time.struct_time(tm_year=2024, tm_mon=8, tm_mday=2, tm_hour=9, tm_min=18, tm_sec=46, tm_wday=4, tm_yday=215, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/880a/live/66753e50-20d4-11ef-baa7-25d483663b8e.png'}]",
Manager ins and outs - July 2024,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Manager ins and outs - July 2024'}","BBC Sport tracks all the manager ins and outs in the Premier League, Scottish Premiership, Women's Super League, English Football League and National League.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""BBC Sport tracks all the manager ins and outs in the Premier League, Scottish Premiership, Women's Super League, English Football League and National League.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cz9dnnjv0dqo'}]",https://www.bbc.com/sport/football/articles/cz9dnnjv0dqo,https://www.bbc.com/sport/football/articles/cz9dnnjv0dqo#10,False,"Fri, 05 Jul 2024 20:43:20 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=5, tm_hour=20, tm_min=43, tm_sec=20, tm_wday=4, tm_yday=187, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/9b14/live/e9147e30-3b0e-11ef-84be-65f643df882e.jpg'}]",
Chasing the 'Ghost' - a superstar struck down by lightning,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Chasing the 'Ghost' - a superstar struck down by lightning""}","John White did the League and Cup Double, but his sudden death left his son searching for the man behind the comic-book persona.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'John White did the League and Cup Double, but his sudden death left his son searching for the man behind the comic-book persona.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cv2gd3jr387o'}]",https://www.bbc.com/sport/football/articles/cv2gd3jr387o,https://www.bbc.com/sport/football/articles/cv2gd3jr387o#11,False,"Wed, 03 Jul 2024 23:03:58 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=3, tm_hour=23, tm_min=3, tm_sec=58, tm_wday=2, tm_yday=185, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/5e2b/live/e1350fb0-392c-11ef-bdc5-41d7421c2adf.jpg'}]",
Panenka - the penalty that killed a career and started a feud,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Panenka - the penalty that killed a career and started a feud'}",Antonin Panenka's penalty in the Euro 1976 final birthed a whole new 12-yard tactic. But the risks were higher than anyone could imagine.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Antonin Panenka's penalty in the Euro 1976 final birthed a whole new 12-yard tactic. But the risks were higher than anyone could imagine.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/crgglxwge10o'}]",https://www.bbc.com/sport/football/articles/crgglxwge10o,https://www.bbc.com/sport/football/articles/crgglxwge10o#11,False,"Thu, 27 Jun 2024 23:10:43 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=27, tm_hour=23, tm_min=10, tm_sec=43, tm_wday=3, tm_yday=179, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/e54c/live/91240c30-2c96-11ef-bdc5-41d7421c2adf.jpg'}]",
The awkward questions behind Hungary's football revival,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""The awkward questions behind Hungary's football revival""}",Hungary have ridden back into contention for international honours on the back of billions of euros and one man's passion for football.,"{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Hungary have ridden back into contention for international honours on the back of billions of euros and one man's passion for football.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cekk4zp5rg8o'}]",https://www.bbc.com/sport/football/articles/cekk4zp5rg8o,https://www.bbc.com/sport/football/articles/cekk4zp5rg8o#11,False,"Thu, 20 Jun 2024 21:40:57 GMT","time.struct_time(tm_year=2024, tm_mon=6, tm_mday=20, tm_hour=21, tm_min=40, tm_sec=57, tm_wday=3, tm_yday=172, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/9945/live/cb65d640-27fe-11ef-baa7-25d483663b8e.jpg'}]",
'No limitations' - Mbappe and a mission of a lifetime,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""'No limitations' - Mbappe and a mission of a lifetime""}","Kylian Mbappe wasn't always the best footballing prospect. But he, and his family, had the clearest plan. Project Mbappe continues.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Kylian Mbappe wasn't always the best footballing prospect. But he, and his family, had the clearest plan. Project Mbappe continues.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/cv22kx63y9vo'}]",https://www.bbc.com/sport/football/articles/cv22kx63y9vo,https://www.bbc.com/sport/football/articles/cv22kx63y9vo#11,False,"Tue, 09 Jul 2024 05:20:44 GMT","time.struct_time(tm_year=2024, tm_mon=7, tm_mday=9, tm_hour=5, tm_min=20, tm_sec=44, tm_wday=1, tm_yday=191, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/507b/live/bcefa830-18fd-11ef-b5cc-cb8b8c4cef5a.jpg'}]",
"'I was lost' - Dancing with fans, hiding the pain","{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""'I was lost' - Dancing with fans, hiding the pain""}","Rachel Furness was Northern Ireland's award-winning record goalscorer but everything was not right in her world. This is why she walked away, and why she came back","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Rachel Furness was Northern Ireland's award-winning record goalscorer but everything was not right in her world. This is why she walked away, and why she came back""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/articles/c19dlgr80pko'}]",https://www.bbc.com/sport/articles/c19dlgr80pko,https://www.bbc.com/sport/articles/c19dlgr80pko#11,False,"Mon, 27 May 2024 23:02:05 GMT","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=27, tm_hour=23, tm_min=2, tm_sec=5, tm_wday=0, tm_yday=148, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/bbe6/live/26f2b780-183c-11ef-80aa-699d54c46324.jpg'}]",
"Fights, bikes & late nights - six images of a Manchester rivalry","{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Fights, bikes & late nights - six images of a Manchester rivalry'}","Star players have come and gone, but through Manchester United and Manchester City's Premier League rivalry, two local brothers have documented the characters and the chaos.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Star players have come and gone, but through Manchester United and Manchester City's Premier League rivalry, two local brothers have documented the characters and the chaos.""}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/c3gglne0r5ro'}]",https://www.bbc.com/sport/football/articles/c3gglne0r5ro,https://www.bbc.com/sport/football/articles/c3gglne0r5ro#11,False,"Wed, 22 May 2024 23:04:01 GMT","time.struct_time(tm_year=2024, tm_mon=5, tm_mday=22, tm_hour=23, tm_min=4, tm_sec=1, tm_wday=2, tm_yday=143, tm_isdst=0)","[{'width': '240', 'height': '135', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/7dc5/live/f2fbe010-16f0-11ef-976f-87c9f89e656e.jpg'}]",
Schalke's fall to the edge of existence,"{'type': 'text/plain', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': ""Schalke's fall to the edge of existence""}","Despite recent assurances that Schalke’s finances are holding up, the viability of the debt-saddled club as a genuine power is in doubt.","{'type': 'text/html', 'language': None, 'base': 'https://feeds.bbci.co.uk/sport/football/rss.xml', 'value': 'Despite recent assurances that Schalke’s finances are holding up, the viability of the debt-saddled club as a genuine power is in doubt.'}","[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.bbc.com/sport/football/articles/ckr5yy29k82o'}]",https://www.bbc.com/sport/football/articles/ckr5yy29k82o,https://www.bbc.com/sport/football/articles/ckr5yy29k82o#11,False,"Mon, 29 Apr 2024 23:01:22 GMT","time.struct_time(tm_year=2024, tm_mon=4, tm_mday=29, tm_hour=23, tm_min=1, tm_sec=22, tm_wday=0, tm_yday=120, tm_isdst=0)","[{'width': '240', 'height': '134', 'url': 'https://ichef.bbci.co.uk/news/240/cpsprodpb/b535/live/65149970-0423-11ef-bee9-6125e244a4cd.png'}]",
